data,unidades,preco_medio,receita,dia_semana,mes,semana_ano,dia_mes,trimestre,is_fim_semana,mes_sin,mes_cos,dow_sin,dow_cos,is_feriado_comercial,lag_1d,lag_7d,lag_14d,lag_21d,lag_28d,lag_35d,roll_mean_7d,roll_std_7d,roll_max_7d,roll_min_7d,roll_mean_14d,roll_std_14d,roll_max_14d,roll_min_14d,roll_mean_28d,roll_std_28d,roll_max_28d,roll_min_28d,diff_1d,diff_7d,diff_28d,trend_idx,roll_receita_7d,roll_receita_28d,cat_Beleza,cat_Casa & Jardim,cat_Eletrônicos,cat_Esportes,cat_Moda
2022-01-20,231,101.51,23448.81,3,1,3,20,1,0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0,282.0,293.0,146.0,,,,304.7142857142857,42.78517767371605,385.0,256.0,274.14285714285717,66.73121417339073,385.0,146.0,,,,,26.0,-6.0,,19,28334.73285714286,,True,False,False,False,False
2022-01-21,220,97.14,21370.8,4,1,3,21,1,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,0,231.0,314.0,174.0,,,,295.85714285714283,51.203608503791415,385.0,231.0,280.2142857142857,57.38825740438619,385.0,174.0,,,,,-51.0,-62.0,,20,27406.344285714287,,True,False,False,False,False
2022-01-22,350,88.4,30940.0,5,1,3,22,1,1,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0,220.0,385.0,351.0,236.0,,,282.42857142857144,57.58141234477543,385.0,220.0,283.5,51.893011238360536,385.0,213.0,,,,,-11.0,-94.0,,21,26097.407142857144,,True,False,False,False,False
2022-01-23,264,102.18,26975.52,6,1,3,23,1,1,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0,350.0,328.0,311.0,185.0,,,277.42857142857144,47.89522294501182,350.0,220.0,283.42857142857144,51.79354620579118,385.0,213.0,,,,,130.0,-35.0,,22,25603.157142857144,,True,False,False,False,False
2022-01-24,239,92.8,22179.2,0,1,4,24,1,0,0.49999999999999994,0.8660254037844387,0.0,1.0,0,264.0,275.0,222.0,138.0,,,268.2857142857143,42.429212757699084,350.0,220.0,280.07142857142856,51.390607171880184,385.0,213.0,,,,,-86.0,-64.0,,23,25332.905714285713,,True,False,False,False,False
2022-01-25,184,97.77,17989.68,1,1,4,25,1,0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,239.0,256.0,213.0,122.0,,,263.14285714285717,43.64412358851441,350.0,220.0,281.2857142857143,50.0974873796904,385.0,213.0,,,,,-25.0,-36.0,,24,24851.327142857142,,True,False,False,False,False
2022-01-26,296,91.48,27078.08,2,1,4,26,1,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,184.0,282.0,288.0,132.0,,,252.85714285714286,53.0736236167224,350.0,184.0,279.2142857142857,53.61426126497509,385.0,184.0,,,,,-55.0,-72.0,,25,23969.670000000002,,True,False,False,False,False
2022-01-27,295,92.2,27199.0,3,1,4,27,1,0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0,296.0,231.0,293.0,146.0,,,254.85714285714286,54.59679041674075,350.0,184.0,279.7857142857143,53.75754483208496,385.0,184.0,,,,,112.0,14.0,,26,24283.155714285716,,True,False,False,False,False
2022-01-28,310,88.0,27280.0,4,1,4,28,1,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,0,295.0,220.0,314.0,174.0,,,264.0,55.290143787116314,350.0,184.0,279.92857142857144,53.798004374932646,385.0,184.0,,,,,-1.0,64.0,,27,24818.897142857146,,True,False,False,False,False
2022-01-29,307,96.48,29619.36,5,1,4,29,1,1,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0,310.0,350.0,385.0,351.0,236.0,,276.85714285714283,53.79723837840435,350.0,184.0,279.64285714285717,53.61344140139763,385.0,184.0,251.42857142857142,71.21715803009552,385.0,122.0,15.0,90.0,,28,25663.06857142857,23695.674285714285,True,False,False,False,False
2022-01-30,270,88.57,23913.9,6,1,4,30,1,1,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0,307.0,264.0,328.0,311.0,185.0,,270.7142857142857,45.93369963223911,310.0,184.0,274.07142857142856,45.218213290518364,350.0,184.0,253.96428571428572,71.9081111907861,385.0,122.0,-3.0,-43.0,71.0,29,25474.405714285713,23933.661428571428,True,False,False,False,False
2022-01-31,191,97.6,18641.6,0,1,5,31,1,0,0.49999999999999994,0.8660254037844387,0.0,1.0,0,270.0,239.0,275.0,222.0,138.0,,271.57142857142856,45.84341880378306,310.0,184.0,269.92857142857144,42.470739765911006,350.0,184.0,257.0,70.67243163067614,385.0,122.0,-37.0,6.0,85.0,30,25037.03142857143,24147.364999999998,True,False,False,False,False
2022-02-01,128,93.8,12006.4,1,2,5,1,1,0,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0,191.0,184.0,256.0,213.0,122.0,,264.7142857142857,54.33143438107226,310.0,184.0,263.92857142857144,47.35214118416687,350.0,184.0,258.89285714285717,68.0274123863229,385.0,122.0,-79.0,-48.0,53.0,31,24531.66,24376.760714285712,True,False,False,False,False
2022-02-02,157,100.15,15723.55,2,2,5,2,1,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0,128.0,296.0,282.0,288.0,132.0,,256.7142857142857,70.04692304856383,310.0,128.0,254.78571428571428,59.73811896220749,350.0,128.0,259.10714285714283,67.58826288952308,385.0,128.0,-63.0,-56.0,6.0,32,23676.905714285713,24407.535714285714,True,False,False,False,False
2022-02-03,143,95.77,13695.11,3,2,5,3,1,0,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0,157.0,295.0,231.0,293.0,146.0,,236.85714285714286,76.46225337037993,310.0,128.0,245.85714285714286,64.50862451922714,350.0,128.0,260.0,65.99326564969424,385.0,128.0,29.0,-139.0,25.0,33,22054.830000000005,24529.48392857143,True,False,False,False,False
2022-02-04,179,90.33,16169.07,4,2,5,4,1,0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0,143.0,310.0,220.0,314.0,174.0,,215.14285714285714,78.74733555583218,310.0,128.0,239.57142857142858,70.11168484388567,350.0,128.0,259.89285714285717,66.18735432857153,385.0,128.0,-14.0,-152.0,-3.0,34,20125.70285714286,24496.697142857145,True,False,False,False,False
2022-02-05,206,88.14,18156.84,5,2,5,5,1,1,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0,179.0,307.0,350.0,385.0,351.0,236.0,196.42857142857142,67.16114239364167,307.0,128.0,236.64285714285714,71.82736476907895,350.0,128.0,260.07142857142856,65.95336656188645,385.0,128.0,36.0,-131.0,5.0,35,18538.427142857145,24463.921071428573,True,False,False,False,False
2022-02-06,206,100.22,20645.32,6,2,5,6,1,1,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0,206.0,270.0,264.0,328.0,311.0,185.0,182.0,47.384948383777825,270.0,128.0,226.35714285714286,64.25742356737064,310.0,128.0,254.89285714285714,64.21914984137682,385.0,128.0,27.0,-101.0,-145.0,36,16900.924285714285,23964.358928571426,True,False,False,False,False
2022-02-07,112,95.71,10719.52,0,2,6,7,1,0,0.8660254037844386,0.5000000000000001,0.0,1.0,0,206.0,191.0,239.0,275.0,222.0,138.0,172.85714285714286,30.87301179254799,206.0,128.0,222.21428571428572,63.50914963934002,310.0,128.0,251.14285714285714,63.886307746342005,385.0,128.0,0.0,-64.0,-105.0,37,16433.984285714287,23623.077142857142,True,False,False,False,False
2022-02-08,208,88.79,18468.32,1,2,6,8,1,0,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0,112.0,128.0,184.0,256.0,213.0,122.0,161.57142857142858,36.972319117852535,206.0,112.0,213.14285714285714,69.69588570006466,310.0,112.0,247.21428571428572,68.92795871098673,385.0,112.0,-94.0,-79.0,-110.0,38,15302.25857142857,23200.770714285718,True,False,False,False,False
2022-02-09,256,90.24,23101.44,2,2,6,9,1,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0,208.0,157.0,296.0,282.0,288.0,132.0,173.0,37.22902093797191,208.0,112.0,214.85714285714286,69.21744682560127,310.0,112.0,247.03571428571428,69.02628707150853,385.0,112.0,96.0,80.0,-5.0,39,16225.390000000001,23192.674642857142,True,False,False,False,False
2022-02-10,299,90.26,26987.74,3,2,6,10,1,0,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0,256.0,143.0,295.0,231.0,293.0,146.0,187.14285714285714,47.51992063485394,256.0,112.0,212.0,66.37770710110432,310.0,112.0,245.89285714285714,68.58643602308847,385.0,112.0,48.0,99.0,-32.0,40,17279.374285714286,22988.023214285717,True,False,False,False,False
2022-02-11,324,87.67,28405.08,4,2,6,11,1,0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0,299.0,179.0,310.0,220.0,314.0,174.0,209.42857142857142,58.64542364315983,299.0,112.0,212.28571428571428,66.76990175385744,310.0,112.0,246.10714285714286,68.74824673089073,385.0,112.0,43.0,156.0,6.0,41,19178.321428571428,22882.316428571434,True,False,False,False,False
2022-02-12,335,88.14,29526.9,5,2,6,12,1,1,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0,324.0,206.0,307.0,350.0,385.0,351.0,230.14285714285714,70.51342324084717,324.0,112.0,213.28571428571428,68.43011996687798,324.0,112.0,246.46428571428572,69.13887374287972,385.0,112.0,25.0,145.0,10.0,42,20926.32285714286,22806.306428571428,True,False,False,False,False
2022-02-13,370,92.37,34176.9,6,2,6,13,1,1,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0,335.0,206.0,270.0,264.0,328.0,311.0,248.57142857142858,79.44360083912181,335.0,112.0,215.28571428571428,71.71034532320718,335.0,112.0,244.67857142857142,66.00283583774517,350.0,112.0,11.0,129.0,-50.0,43,22550.617142857143,22632.276071428572,True,False,False,False,False
2022-02-14,245,92.71,22713.95,0,2,7,14,1,0,0.8660254037844386,0.5000000000000001,0.0,1.0,0,370.0,112.0,191.0,239.0,275.0,222.0,272.0,88.46656618934269,370.0,112.0,222.42857142857142,81.84386099407564,370.0,112.0,246.17857142857142,68.40026725712818,370.0,112.0,35.0,164.0,42.0,44,24483.7,22821.90535714286,True,False,False,False,False
2022-02-15,190,87.8,16682.0,1,2,7,15,1,0,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0,245.0,208.0,128.0,184.0,256.0,213.0,291.0,57.096409694481046,370.0,208.0,226.28571428571428,81.52057651663407,370.0,112.0,245.10714285714286,68.16664726199902,370.0,112.0,-125.0,133.0,-30.0,45,26197.190000000002,22720.60892857143,True,False,False,False,False
2022-02-16,263,98.58,25926.54,2,2,7,16,1,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0,190.0,256.0,157.0,296.0,282.0,288.0,288.42857142857144,61.678891967072026,370.0,190.0,230.71428571428572,77.34779453016947,370.0,112.0,242.75,68.91305579684635,370.0,112.0,-55.0,-18.0,-66.0,46,25942.00142857143,22453.491785714286,True,False,False,False,False
2022-02-17,289,98.67,28515.63,3,2,7,17,1,0,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0,263.0,299.0,143.0,295.0,231.0,293.0,289.42857142857144,61.1197107946289,370.0,190.0,238.28571428571428,74.72043132331913,370.0,112.0,242.07142857142858,68.60511187704145,370.0,112.0,73.0,7.0,-19.0,47,26345.58714285714,22490.736785714285,True,False,False,False,False
2022-02-18,354,97.66,34571.64,4,2,7,18,1,0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0,289.0,324.0,179.0,310.0,220.0,314.0,288.0,60.97540487770481,370.0,190.0,248.71428571428572,70.46595312241611,370.0,112.0,244.14285714285714,69.13203378491113,370.0,112.0,26.0,-10.0,58.0,48,26563.85714285714,22671.694642857146,True,False,False,False,False
2022-02-19,302,89.32,26974.64,5,2,7,19,1,1,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0,354.0,335.0,206.0,307.0,350.0,385.0,292.2857142857143,64.85808684020412,370.0,190.0,261.2142857142857,72.63626829984776,370.0,112.0,248.92857142857142,71.97835506514161,370.0,112.0,65.0,30.0,134.0,49,27444.794285714284,23143.153214285714,True,False,False,False,False
2022-02-20,277,89.37,24755.49,6,2,7,20,1,1,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0,302.0,370.0,206.0,270.0,264.0,328.0,287.57142857142856,62.38818569477511,370.0,190.0,268.07142857142856,71.54607368221302,370.0,112.0,247.21428571428572,70.02716781938445,370.0,112.0,-52.0,-33.0,-48.0,50,27080.18571428571,23001.53321428571,True,False,False,False,False
2022-02-21,263,102.03,26833.89,0,2,8,21,1,0,0.8660254037844386,0.5000000000000001,0.0,1.0,0,277.0,245.0,112.0,191.0,239.0,275.0,274.2857142857143,50.72052275530534,354.0,190.0,273.14285714285717,69.28853511874165,370.0,112.0,247.67857142857142,70.18549685122964,370.0,112.0,-25.0,-93.0,13.0,51,25734.27,22922.24642857143,True,False,False,False,False
2022-02-22,241,96.95,23364.95,1,2,8,22,1,0,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0,263.0,190.0,208.0,128.0,184.0,256.0,276.85714285714283,49.42815854493142,354.0,190.0,283.92857142857144,51.8273231854726,370.0,190.0,248.53571428571428,70.22212489947043,370.0,112.0,-14.0,18.0,24.0,52,26322.832857142854,23088.485357142858,True,False,False,False,False
2022-02-23,253,96.8,24490.4,2,2,8,23,1,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0,241.0,263.0,256.0,157.0,296.0,282.0,284.14285714285717,36.58063500190888,354.0,241.0,286.2857142857143,48.7685721174367,370.0,190.0,250.57142857142858,69.0991925618412,370.0,112.0,-22.0,51.0,57.0,53,27277.54,23280.459285714285,True,False,False,False,False
2022-02-24,293,99.28,29089.04,3,2,8,24,1,0,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0,253.0,289.0,299.0,143.0,295.0,231.0,282.7142857142857,37.72140986104291,354.0,241.0,286.07142857142856,48.91824307448606,370.0,190.0,249.03571428571428,68.52762737966137,370.0,112.0,12.0,-10.0,-43.0,54,27072.377142857145,23188.042142857146,True,False,False,False,False
2022-02-25,314,88.25,27710.5,4,2,8,25,1,0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0,293.0,354.0,324.0,179.0,310.0,220.0,283.2857142857143,37.86253330895137,354.0,241.0,285.64285714285717,48.822452500175224,370.0,190.0,248.96428571428572,68.47896792168414,370.0,112.0,40.0,4.0,-2.0,55,27154.29285714286,23255.54357142857,True,False,False,False,False
2022-02-26,346,98.76,34170.96,5,2,8,26,1,1,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0,314.0,302.0,335.0,206.0,307.0,350.0,277.57142857142856,26.819502498848365,314.0,241.0,284.92857142857144,48.28833954759403,370.0,190.0,249.10714285714286,68.61505033354659,370.0,112.0,21.0,-40.0,4.0,56,26174.13,23270.91857142857,True,False,False,False,False
2022-02-27,302,97.13,29333.26,6,2,8,27,1,1,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0,346.0,277.0,370.0,206.0,270.0,264.0,283.85714285714283,36.79868010055362,346.0,241.0,285.7142857142857,49.24573948214053,370.0,190.0,250.5,70.21105748094521,370.0,112.0,32.0,44.0,39.0,57,27202.175714285717,23433.475714285716,True,False,False,False,False
2022-02-28,261,92.18,24058.98,0,2,9,28,1,0,0.8660254037844386,0.5000000000000001,0.0,1.0,0,302.0,263.0,245.0,112.0,191.0,239.0,287.42857142857144,37.232857992447215,346.0,241.0,280.85714285714283,43.285913755751146,354.0,190.0,251.64285714285714,70.79820791083799,370.0,112.0,-44.0,25.0,32.0,58,27856.14285714286,23627.024285714288,True,False,False,False,False
2022-03-01,249,98.23,24459.27,1,3,9,1,1,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0,261.0,241.0,190.0,208.0,128.0,184.0,287.14285714285717,37.4585485189013,346.0,241.0,282.0,42.469898842501436,354.0,190.0,254.14285714285714,69.80645957890859,370.0,112.0,-41.0,-2.0,70.0,59,27459.727142857144,23820.502142857145,True,False,False,False,False
2022-03-02,316,90.07,28462.12,2,3,9,2,1,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0,249.0,253.0,263.0,256.0,157.0,296.0,288.2857142857143,35.905961834187394,346.0,249.0,286.2142857142857,34.88922816226004,354.0,241.0,258.4642857142857,65.30865868681502,370.0,112.0,-12.0,8.0,121.0,60,27616.058571428573,24265.2475,True,False,False,False,False
2022-03-03,314,101.31,31811.34,3,3,9,3,1,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,0,316.0,293.0,289.0,299.0,143.0,295.0,297.2857142857143,33.395180718752336,346.0,249.0,290.0,35.0516102998904,354.0,241.0,264.14285714285717,63.03245153958353,370.0,112.0,67.0,63.0,159.0,61,28183.447142857145,24720.196428571428,True,False,False,False,False
2022-03-04,294,90.62,26642.28,4,3,9,4,1,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,0,314.0,314.0,354.0,324.0,179.0,310.0,300.2857142857143,33.88566208941666,346.0,249.0,291.7857142857143,35.628809802070094,354.0,241.0,270.25,59.01639759579691,370.0,112.0,-2.0,21.0,171.0,62,28572.347142857143,25367.20464285714,True,False,False,False,False
2022-03-05,428,95.01,40664.28,5,3,9,5,1,1,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,0,294.0,346.0,302.0,335.0,206.0,307.0,297.42857142857144,33.37592516998463,346.0,249.0,287.5,30.85885984234071,346.0,241.0,274.35714285714283,56.373236548399426,370.0,112.0,-20.0,-20.0,115.0,63,28419.744285714285,25741.24785714286,True,False,False,False,False
2022-03-06,374,101.26,37871.24,6,3,9,6,1,1,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,0,428.0,302.0,277.0,370.0,206.0,270.0,309.14285714285717,58.32789090257676,428.0,249.0,296.5,48.65538155072009,428.0,241.0,282.2857142857143,61.75750495275384,428.0,112.0,134.0,82.0,222.0,64,29347.36142857143,26545.085,True,False,False,False,False
2022-03-07,313,90.94,28464.22,0,3,10,7,1,0,1.0,6.123233995736766e-17,0.0,1.0,0,374.0,261.0,263.0,245.0,112.0,191.0,319.42857142857144,63.01813797856742,428.0,249.0,303.42857142857144,52.425352477761955,428.0,241.0,288.2857142857143,62.2306683609945,428.0,112.0,-54.0,72.0,168.0,65,30567.072857142855,27160.296428571426,True,False,False,False,False
2022-03-08,257,89.78,23073.46,1,3,10,8,1,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0,313.0,249.0,241.0,190.0,208.0,128.0,326.85714285714283,57.83432824724063,428.0,249.0,307.0,51.146847410177685,428.0,241.0,295.4642857142857,51.87340868981453,428.0,190.0,-61.0,52.0,201.0,66,31196.39285714286,27794.035714285714,True,False,False,False,False
2022-03-09,339,98.87,33516.93,2,3,10,9,1,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0,257.0,316.0,253.0,263.0,256.0,157.0,328.0,56.09218602740835,428.0,257.0,308.14285714285717,49.71744337578287,428.0,249.0,297.2142857142857,49.589692135942556,428.0,190.0,-56.0,8.0,49.0,67,30998.420000000002,27958.505,True,False,False,False,False
2022-03-10,387,92.1,35642.7,3,3,10,10,1,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,0,339.0,314.0,293.0,289.0,299.0,143.0,331.2857142857143,55.945551761554874,428.0,257.0,314.2857142857143,47.650052177594446,428.0,249.0,300.17857142857144,49.51546976482948,428.0,190.0,82.0,23.0,83.0,68,31720.535714285714,28330.486785714285,True,False,False,False,False
2022-03-11,275,102.36,28149.0,4,3,10,11,1,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,0,387.0,294.0,314.0,354.0,324.0,179.0,341.7142857142857,58.911555984980474,428.0,257.0,321.0,50.929815961243705,428.0,249.0,303.32142857142856,52.16004826417085,428.0,190.0,48.0,73.0,88.0,69,32267.872857142855,28639.5925,True,False,False,False,False
2022-03-12,354,91.84,32511.36,5,3,10,12,1,1,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,0,275.0,428.0,346.0,302.0,335.0,206.0,339.0,61.84119446884408,428.0,257.0,318.2142857142857,52.387870838477596,428.0,249.0,301.57142857142856,52.262463387837705,428.0,190.0,-112.0,-19.0,-49.0,70,32483.11857142857,28630.446785714284,True,False,False,False,False
2022-03-13,358,95.98,34360.84,6,3,10,13,1,1,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,0,354.0,374.0,302.0,277.0,370.0,206.0,328.42857142857144,49.10484410204115,387.0,257.0,318.7857142857143,52.756594296431246,428.0,249.0,302.25,52.832807568361844,428.0,190.0,79.0,-74.0,19.0,71,31318.415714285715,28737.034642857143,True,False,False,False,False
2022-03-14,255,91.24,23266.2,0,3,11,14,1,0,1.0,6.123233995736766e-17,0.0,1.0,0,358.0,313.0,261.0,263.0,245.0,112.0,326.14285714285717,46.955399304122345,387.0,257.0,322.7857142857143,53.50367143610668,428.0,249.0,301.82142857142856,52.308949430056295,428.0,190.0,4.0,-16.0,-12.0,72,30816.93,28743.603928571425,True,False,False,False,False
2022-03-15,282,101.02,28487.64,1,3,11,15,1,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0,255.0,257.0,249.0,241.0,190.0,208.0,317.85714285714283,54.21693638039902,387.0,255.0,322.35714285714283,54.05781398417118,428.0,249.0,302.17857142857144,51.939461606351564,428.0,190.0,-103.0,-58.0,10.0,73,30074.355714285713,28763.327142857142,True,False,False,False,False
